,key,stock,sold_out_date,sol_out_pred,date_sold_out_date,date_sold_out_pred,days_differ,correct_differ
7372,21572 L,15.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7373,21572 M,12.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7374,21572 S,2.0,2018-01-24,2018-01-17,2018-01-24,2018-01-17,7 days 00:00:00.000000000,7
7375,21572 XL,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
7376,21575 45 1/3,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7377,21576 44,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
7378,21578 38,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7379,21579 M ( 140-152 ),1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7380,21583 152,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7381,21587 M,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7382,21588 2XL,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7383,21588 XL,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7384,21592 L,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7385,21592 M,2.0,2018-01-27,2018-01-17,2018-01-27,2018-01-17,10 days 00:00:00.000000000,10
7386,21592 S,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
7387,21594 2XL,1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
7388,21602 L,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7389,21602 M,3.0,2018-01-05,2018-01-23,2018-01-05,2018-01-23,-18 days +00:00:00.000000000,18
7390,21602 S,3.0,2018-01-22,2018-01-23,2018-01-22,2018-01-23,-1 days +00:00:00.000000000,1
7391,21605 L,4.0,2018-01-07,2018-01-28,2018-01-07,2018-01-28,-21 days +00:00:00.000000000,21
7392,21605 XL,2.0,2018-01-20,2018-01-17,2018-01-20,2018-01-17,3 days 00:00:00.000000000,3
7393,21610 164,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7394,21614 S,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7395,21616 M ( 38/40 ),1.0,2018-01-21,2018-01-10,2018-01-21,2018-01-10,11 days 00:00:00.000000000,11
7396,21618 3 ( 40-42 ),1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7397,21618 4 ( 43-45 ),9.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7398,21626 3 ( 40-42 ),2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
7399,21626 4 ( 43-45 ),4.0,2018-01-31,2018-01-28,2018-01-31,2018-01-28,3 days 00:00:00.000000000,3
7400,21626 5 ( 46-48 ),2.0,2018-01-26,2018-01-17,2018-01-26,2018-01-17,9 days 00:00:00.000000000,9
7401,21631 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7402,21631 43,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7403,21631 44,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7404,21631 45,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7405,21634 14/16 (164-176),1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7406,21634 6/8 (116-128),1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7407,21643 42,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7408,21643 43,1.0,2018-01-29,2018-01-10,2018-01-29,2018-01-10,19 days 00:00:00.000000000,19
7409,21666 L,5.0,2018-01-18,2018-01-22,2018-01-18,2018-01-22,-4 days +00:00:00.000000000,4
7410,21666 M,3.0,2018-01-23,2018-01-23,2018-01-23,2018-01-23,0 days 00:00:00.000000000,0
7411,21669 43 1/3,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7412,21669 44,2.0,2018-01-08,2018-01-17,2018-01-08,2018-01-17,-9 days +00:00:00.000000000,9
7413,21682 S ( 128-140 ),1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7414,21682 XL ( 158-170 ),1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7415,21688 43,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7416,21692 L,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7417,21692 M,2.0,2018-01-15,2018-01-17,2018-01-15,2018-01-17,-2 days +00:00:00.000000000,2
7418,21701 M,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7419,21703 41,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7420,21708 M,4.0,2018-01-22,2018-01-28,2018-01-22,2018-01-28,-6 days +00:00:00.000000000,6
7421,21710 128,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7422,21710 152,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7423,21714 4 ( 39-42 ),1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7424,21727 M,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7425,21730 M ( 38/40 ),1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7426,21733 44 2/3,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7427,21734 S,3.0,2018-01-01,2018-01-23,2018-01-01,2018-01-23,-22 days +00:00:00.000000000,22
7428,21734 XS,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7429,21735 S,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7430,21738 42,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7431,21738 42 2/3,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7432,21738 43 1/3,8.0,2018-01-09,2018-01-22,2018-01-09,2018-01-22,-13 days +00:00:00.000000000,13
7433,21738 44,1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
7434,21738 44 2/3,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7435,21738 45 1/3,4.0,2018-01-27,2018-01-28,2018-01-27,2018-01-28,-1 days +00:00:00.000000000,1
7436,21738 46,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7437,21738 47 1/3,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7438,21738 48 2/3,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7439,21743 2XL,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7440,21743 L,26.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7441,21743 M,21.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
7442,21743 XL,3.0,2018-01-15,2018-01-23,2018-01-15,2018-01-23,-8 days +00:00:00.000000000,8
7443,21749 M ( 38/40 ),1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7444,21751 M,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7445,21761 2XL,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7446,21761 L,3.0,2018-01-14,2018-01-23,2018-01-14,2018-01-23,-9 days +00:00:00.000000000,9
7447,21761 M,5.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
7448,21761 S,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7449,21761 XL,2.0,2018-01-05,2018-01-17,2018-01-05,2018-01-17,-12 days +00:00:00.000000000,12
7450,21769 45,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7451,21775 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7452,21776 XL,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
7453,21779 40 2/3,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7454,21779 44,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7455,21779 46,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7456,21780 38 2/3,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7457,21782 L,5.0,2018-01-19,2018-01-22,2018-01-19,2018-01-22,-3 days +00:00:00.000000000,3
7458,21782 M,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7459,21782 XL,3.0,2018-01-28,2018-01-23,2018-01-28,2018-01-23,5 days 00:00:00.000000000,5
7460,21794 L,2.0,2018-01-12,2018-01-17,2018-01-12,2018-01-17,-5 days +00:00:00.000000000,5
7461,21794 S,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7462,21796 47,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7463,21799 2XL,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7464,21799 L,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7465,21799 M,2.0,2018-01-02,2018-01-17,2018-01-02,2018-01-17,-15 days +00:00:00.000000000,15
7466,21799 S,2.0,2018-01-07,2018-01-17,2018-01-07,2018-01-17,-10 days +00:00:00.000000000,10
7467,21799 XL,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7468,21802 3XL,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7469,21802 M,2.0,2018-01-24,2018-01-17,2018-01-24,2018-01-17,7 days 00:00:00.000000000,7
7470,21806 45,1.0,2018-01-26,2018-01-10,2018-01-26,2018-01-10,16 days 00:00:00.000000000,16
7471,21812 M,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
7472,21823 L ( 152-158 ),2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7473,21823 XL ( 158-170 ),1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7474,21827 38,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7475,21837 164,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7476,21851 39,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7477,21851 41,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7478,21851 43,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7479,21851 44,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
7480,21851 47,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7481,21858 2XL,1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7482,21858 L,7.0,2018-01-23,2018-01-22,2018-01-23,2018-01-22,1 days 00:00:00.000000000,1
7483,21858 M,14.0,2018-01-29,2018-01-22,2018-01-29,2018-01-22,7 days 00:00:00.000000000,7
7484,21858 S,5.0,2018-01-25,2018-01-22,2018-01-25,2018-01-22,3 days 00:00:00.000000000,3
7485,21858 XL,4.0,2018-01-17,2018-01-28,2018-01-17,2018-01-28,-11 days +00:00:00.000000000,11
7486,21859 152,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7487,21860 L,2.0,2018-01-16,2018-01-17,2018-01-16,2018-01-17,-1 days +00:00:00.000000000,1
7488,21860 M,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7489,21860 S,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
7490,21860 XL,2.0,2018-01-16,2018-01-17,2018-01-16,2018-01-17,-1 days +00:00:00.000000000,1
7491,21865 S,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7492,21875 128,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7493,21875 140,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7494,21875 152,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7495,21875 164,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7496,21876 43,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7497,21876 44,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7498,21876 46,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7499,21886 43,5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7500,21886 45,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7501,21891 40,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7502,21891 42,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7503,21891 43,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
7504,21891 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7505,21891 47,1.0,2018-01-12,2018-01-10,2018-01-12,2018-01-10,2 days 00:00:00.000000000,2
7506,21892 44,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7507,21895 10 (36-40),1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7508,21897 S,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7509,21900 44,1.0,2018-01-14,2018-01-10,2018-01-14,2018-01-10,4 days 00:00:00.000000000,4
7510,21905 45,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7511,21906 43,1.0,2018-01-10,2018-01-10,2018-01-10,2018-01-10,0 days 00:00:00.000000000,0
7512,21906 45,1.0,2018-01-25,2018-01-10,2018-01-25,2018-01-10,15 days 00:00:00.000000000,15
7513,21907 XL ( 158-170 ),1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7514,21910 43,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7515,21910 44,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
7516,21910 45,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7517,21910 46,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7518,21914 XL ( 158-170 ),1.0,2018-01-27,2018-01-10,2018-01-27,2018-01-10,17 days 00:00:00.000000000,17
7519,21915 3 ( 39-42 ),1.0,2018-01-13,2018-01-10,2018-01-13,2018-01-10,3 days 00:00:00.000000000,3
7520,21915 4 ( 43-46 ),18.0,2018-01-13,2018-01-22,2018-01-13,2018-01-22,-9 days +00:00:00.000000000,9
7521,21918 2XL,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7522,21918 M,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7523,21918 S,2.0,2018-01-11,2018-01-17,2018-01-11,2018-01-17,-6 days +00:00:00.000000000,6
7524,21925 12 (41-45),1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
7525,21936 2XL,1.0,2018-01-24,2018-01-10,2018-01-24,2018-01-10,14 days 00:00:00.000000000,14
7526,21936 S,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
7527,21945 S,1.0,2018-01-04,2018-01-10,2018-01-04,2018-01-10,-6 days +00:00:00.000000000,6
7528,21945 XL,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7529,21967 XL ( 158-170 ),1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7530,21969 L,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7531,21969 M,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7532,21969 S,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7533,21974 L ( 42-46 ),28.0,2018-01-27,2018-01-22,2018-01-27,2018-01-22,5 days 00:00:00.000000000,5
7534,21974 M ( 38-42 ),8.0,2018-01-16,2018-01-22,2018-01-16,2018-01-22,-6 days +00:00:00.000000000,6
7535,21974 S ( 34-38 ),1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7536,21974 XL (46-50 ),1.0,2018-01-17,2018-01-10,2018-01-17,2018-01-10,7 days 00:00:00.000000000,7
7537,21975 XL,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7538,21980 L,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7539,21980 M,2.0,2018-01-04,2018-01-17,2018-01-04,2018-01-17,-13 days +00:00:00.000000000,13
7540,21980 S,1.0,2018-01-19,2018-01-10,2018-01-19,2018-01-10,9 days 00:00:00.000000000,9
7541,21980 XL,3.0,2018-01-29,2018-01-23,2018-01-29,2018-01-23,6 days 00:00:00.000000000,6
7542,21988 M,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7543,21990 XL,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7544,21995 128,1.0,2018-01-03,2018-01-10,2018-01-03,2018-01-10,-7 days +00:00:00.000000000,7
7545,21995 140,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7546,21995 152,3.0,2018-01-08,2018-01-23,2018-01-08,2018-01-23,-15 days +00:00:00.000000000,15
7547,21995 164,4.0,2018-01-10,2018-01-28,2018-01-10,2018-01-28,-18 days +00:00:00.000000000,18
7548,21996 L ( 152-158 ),7.0,2018-01-05,2018-01-22,2018-01-05,2018-01-22,-17 days +00:00:00.000000000,17
7549,21996 M ( 140-152 ),1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7550,21996 XL ( 158-170 ),9.0,2018-01-12,2018-01-22,2018-01-12,2018-01-22,-10 days +00:00:00.000000000,10
7551,21996 XS ( 116-128 ),1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7552,21999 L,5.0,2018-01-24,2018-01-22,2018-01-24,2018-01-22,2 days 00:00:00.000000000,2
7553,21999 M,8.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7554,21999 S,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7555,22000 L ( 42-46 ),2.0,2018-01-07,2018-01-17,2018-01-07,2018-01-17,-10 days +00:00:00.000000000,10
7556,22000 XS ( 30-34 ),1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7557,22004 M,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7558,22008 M,1.0,2018-01-11,2018-01-10,2018-01-11,2018-01-10,1 days 00:00:00.000000000,1
7559,22012 L ( 42-46 ),19.0,2018-01-10,2018-01-22,2018-01-10,2018-01-22,-12 days +00:00:00.000000000,12
7560,22012 S ( 34-38 ),21.0,2018-01-14,2018-01-22,2018-01-14,2018-01-22,-8 days +00:00:00.000000000,8
7561,22019 39,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7562,22019 42,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7563,22021 2XL,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
7564,22021 L,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7565,22021 M,2.0,2018-01-08,2018-01-17,2018-01-08,2018-01-17,-9 days +00:00:00.000000000,9
7566,22021 XL,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7567,22026 128,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7568,22030 152,1.0,2018-01-06,2018-01-10,2018-01-06,2018-01-10,-4 days +00:00:00.000000000,4
7569,22030 164,5.0,2018-01-17,2018-01-22,2018-01-17,2018-01-22,-5 days +00:00:00.000000000,5
7570,22033 L,1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7571,22037 5 ( 43-46 ),2.0,2018-01-18,2018-01-17,2018-01-18,2018-01-17,1 days 00:00:00.000000000,1
7572,22051 2XL,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7573,22051 L,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7574,22051 M,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7575,22053 2XL,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7576,22053 L,2.0,2018-01-17,2018-01-17,2018-01-17,2018-01-17,0 days 00:00:00.000000000,0
7577,22053 S,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7578,22053 XL,1.0,2018-01-28,2018-01-10,2018-01-28,2018-01-10,18 days 00:00:00.000000000,18
7579,22054 41,1.0,2018-01-30,2018-01-10,2018-01-30,2018-01-10,20 days 00:00:00.000000000,20
7580,22054 43,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7581,22054 44,2.0,2018-01-31,2018-01-17,2018-01-31,2018-01-17,14 days 00:00:00.000000000,14
7582,22063 152,1.0,2018-01-20,2018-01-10,2018-01-20,2018-01-10,10 days 00:00:00.000000000,10
7583,22063 164,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7584,22067 43,2.0,2018-01-09,2018-01-17,2018-01-09,2018-01-17,-8 days +00:00:00.000000000,8
7585,22067 44,3.0,2018-01-31,2018-01-23,2018-01-31,2018-01-23,8 days 00:00:00.000000000,8
7586,22067 46,1.0,2018-01-01,2018-01-10,2018-01-01,2018-01-10,-9 days +00:00:00.000000000,9
7587,22067 47,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7588,22069 L,2.0,2018-01-08,2018-01-17,2018-01-08,2018-01-17,-9 days +00:00:00.000000000,9
7589,22069 M,3.0,2018-01-08,2018-01-23,2018-01-08,2018-01-23,-15 days +00:00:00.000000000,15
7590,22069 XL,1.0,2018-01-08,2018-01-10,2018-01-08,2018-01-10,-2 days +00:00:00.000000000,2
7591,22071 M ( 140-152 ),1.0,2018-01-16,2018-01-10,2018-01-16,2018-01-10,6 days 00:00:00.000000000,6
7592,22073 M,1.0,2018-01-18,2018-01-10,2018-01-18,2018-01-10,8 days 00:00:00.000000000,8
7593,22073 S,2.0,2018-01-30,2018-01-17,2018-01-30,2018-01-17,13 days 00:00:00.000000000,13
7594,22074 L,1.0,2018-01-15,2018-01-10,2018-01-15,2018-01-10,5 days 00:00:00.000000000,5
7595,22074 M,1.0,2018-01-09,2018-01-10,2018-01-09,2018-01-10,-1 days +00:00:00.000000000,1
7596,22074 S,2.0,2018-01-29,2018-01-17,2018-01-29,2018-01-17,12 days 00:00:00.000000000,12
7597,22080 L,1.0,2018-01-02,2018-01-10,2018-01-02,2018-01-10,-8 days +00:00:00.000000000,8
7598,22080 M,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7599,22084 M,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7600,22085 L,3.0,2018-01-23,2018-01-23,2018-01-23,2018-01-23,0 days 00:00:00.000000000,0
7601,22085 M,1.0,2018-01-23,2018-01-10,2018-01-23,2018-01-10,13 days 00:00:00.000000000,13
7602,22085 XL,1.0,2018-01-22,2018-01-10,2018-01-22,2018-01-10,12 days 00:00:00.000000000,12
7603,22096 36,1.0,2018-01-31,2018-01-10,2018-01-31,2018-01-10,21 days 00:00:00.000000000,21
7604,22100 35 - 38,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7605,22100 39 - 42,29.0,2018-01-22,2018-01-22,2018-01-22,2018-01-22,0 days 00:00:00.000000000,0
7606,22100 43 - 46,30.0,2018-01-26,2018-01-22,2018-01-26,2018-01-22,4 days 00:00:00.000000000,4
7607,22102 L,5.0,2018-01-31,2018-01-22,2018-01-31,2018-01-22,9 days 00:00:00.000000000,9
7608,22102 M,3.0,2018-01-16,2018-01-23,2018-01-16,2018-01-23,-7 days +00:00:00.000000000,7
7609,22102 XL,1.0,2018-01-05,2018-01-10,2018-01-05,2018-01-10,-5 days +00:00:00.000000000,5
7610,22103 41,1.0,2018-01-07,2018-01-10,2018-01-07,2018-01-10,-3 days +00:00:00.000000000,3
